🟢 Запуск мониторинга CPU/RAM...
📁 Лог: /home/aa.semikov@titan2.ru/project/load-test/full_stats.log
⏱️  Интервал: 2 секунды
🔍 Мониторинг запущен (PID: 1524)
🚀 Запуск k6 теста...


         /\      Grafana   /‾‾/  
    /\  /  \     |\  __   /  /   
   /  \/    \    | |/ /  /   ‾‾\ 
  /          \   |   (  |  (‾)  |
 / __________ \  |_|\_\  \_____/ 


     execution: local
        script: parsec_event_five_user.js
        output: -

     scenarios: (100.00%) 1 scenario, 5 max VUs, 3m30s max duration (incl. graceful stop):
              * multiple_users: 5 looping VUs for 3m0s (gracefulStop: 30s)

INFO[0000] Запуск теста: 5 пользователей, длительность 10 минут  source=console
INFO[0007] [VU2][ITER0] skip=350 | статус=200 | время=6974ms | тело=1654262 байт  source=console
INFO[0007] [VU1][ITER0] skip=250 | статус=200 | время=7032ms | тело=1855933 байт  source=console
INFO[0007] [VU1][ITER1] skip=250 | статус=200 | время=54ms | тело=1855933 байт  source=console
INFO[0007] [VU1][ITER2] skip=250 | статус=200 | время=59ms | тело=1855933 байт  source=console
INFO[0008] [VU2][ITER1] skip=350 | статус=200 | время=73ms | тело=1654262 байт  source=console
INFO[0008] [VU2][ITER2] skip=350 | статус=200 | время=57ms | тело=1654262 байт  source=console
INFO[0008] [VU1][ITER3] skip=250 | статус=200 | время=61ms | тело=1855933 байт  source=console
INFO[0009] [VU1][ITER4] skip=250 | статус=200 | время=77ms | тело=1855933 байт  source=console
INFO[0009] [VU2][ITER3] skip=350 | статус=200 | время=74ms | тело=1654262 байт  source=console
INFO[0009] [VU1][ITER5] skip=250 | статус=200 | время=72ms | тело=1855933 байт  source=console
INFO[0010] [VU2][ITER4] skip=350 | статус=200 | время=62ms | тело=1654262 байт  source=console
INFO[0010] [VU3][ITER0] skip=450 | статус=200 | время=10427ms | тело=1736803 байт  source=console
INFO[0010] [VU4][ITER0] skip=550 | статус=200 | время=10478ms | тело=1734849 байт  source=console
INFO[0010] [VU5][ITER0] skip=650 | статус=200 | время=10537ms | тело=1704188 байт  source=console
INFO[0011] [VU1][ITER6] skip=250 | статус=200 | время=65ms | тело=1855933 байт  source=console
INFO[0011] [VU1][ITER7] skip=250 | статус=200 | время=67ms | тело=1855933 байт  source=console
INFO[0011] [VU5][ITER1] skip=650 | статус=200 | время=68ms | тело=1704188 байт  source=console
INFO[0011] [VU3][ITER1] skip=450 | статус=200 | время=102ms | тело=1736803 байт  source=console
INFO[0011] [VU4][ITER1] skip=550 | статус=200 | время=59ms | тело=1734849 байт  source=console
INFO[0011] [VU2][ITER5] skip=350 | статус=200 | время=87ms | тело=1654262 байт  source=console
INFO[0012] [VU3][ITER2] skip=450 | статус=200 | время=63ms | тело=1736803 байт  source=console
INFO[0012] [VU5][ITER2] skip=650 | статус=200 | время=59ms | тело=1704188 байт  source=console
INFO[0012] [VU3][ITER3] skip=450 | статус=200 | время=62ms | тело=1736803 байт  source=console
INFO[0012] [VU1][ITER8] skip=250 | статус=200 | время=92ms | тело=1855933 байт  source=console
INFO[0013] [VU1][ITER9] skip=250 | статус=200 | время=71ms | тело=1855933 байт  source=console
